,label
GCF_000023445.1_ASM2344v1_3641,True
GCF_000023445.1_ASM2344v1_399,True
GCF_000023445.1_ASM2344v1_425,True
GCF_000023445.1_ASM2344v1_426,True
GCF_000023445.1_ASM2344v1_521,True
GCF_000023445.1_ASM2344v1_638,True
GCF_000023445.1_ASM2344v1_715,True
GCF_000023445.1_ASM2344v1_739,True
GCF_000023445.1_ASM2344v1_793,True
GCF_000023445.1_ASM2344v1_794,True
GCF_000023445.1_ASM2344v1_808,True
GCF_000024105.1_ASM2410v1_17,True
GCF_000024105.1_ASM2410v1_283,True
GCF_000024105.1_ASM2410v1_667,True
GCF_000024105.1_ASM2410v1_756,True
GCF_000024325.1_ASM2432v1_1148,True
GCF_000024325.1_ASM2432v1_1249,True
GCF_000024325.1_ASM2432v1_1362,True
GCF_000024325.1_ASM2432v1_1574,False
GCF_000024325.1_ASM2432v1_1668,True
GCF_000024325.1_ASM2432v1_167,True
GCF_000024325.1_ASM2432v1_1734,True
GCF_000024325.1_ASM2432v1_1775,False
GCF_000024325.1_ASM2432v1_1943,True
GCF_000024325.1_ASM2432v1_2214,True
GCF_000024325.1_ASM2432v1_2346,True
GCF_000024325.1_ASM2432v1_555,True
GCF_000024325.1_ASM2432v1_675,True
GCF_000024425.1_ASM2442v1_149,True
GCF_000024425.1_ASM2442v1_1536,True
GCF_000024425.1_ASM2442v1_1723,True
GCF_000024425.1_ASM2442v1_1877,True
GCF_000024425.1_ASM2442v1_1878,True
GCF_000024425.1_ASM2442v1_2084,True
GCF_000024425.1_ASM2442v1_2210,True
GCF_000024425.1_ASM2442v1_2212,True
GCF_000024425.1_ASM2442v1_2234,True
GCF_000024425.1_ASM2442v1_2330,True
GCF_000024425.1_ASM2442v1_266,True
GCF_000024425.1_ASM2442v1_486,True
GCF_000024425.1_ASM2442v1_746,True
GCF_000024425.1_ASM2442v1_824,True
GCF_000024605.1_ASM2460v1_1315,True
GCF_000024605.1_ASM2460v1_1828,False
GCF_000024605.1_ASM2460v1_26,True
GCF_000024605.1_ASM2460v1_478,True
GCF_000024605.1_ASM2460v1_518,True
GCF_000024605.1_ASM2460v1_660,True
GCF_000024605.1_ASM2460v1_735,True
GCF_000024605.1_ASM2460v1_9,True
GCF_000024605.1_ASM2460v1_920,False
GCF_000024665.1_ASM2466v1_103,False
GCF_000024665.1_ASM2466v1_1118,True
GCF_000024665.1_ASM2466v1_118,True
GCF_000024665.1_ASM2466v1_132,True
GCF_000024665.1_ASM2466v1_1483,True
GCF_000024665.1_ASM2466v1_155,True
GCF_000024665.1_ASM2466v1_172,True
GCF_000024665.1_ASM2466v1_2354,True
GCF_000024665.1_ASM2466v1_246,True
GCF_000024665.1_ASM2466v1_2585,True
GCF_000024665.1_ASM2466v1_534,True
GCF_000024665.1_ASM2466v1_92,False
GCF_000024845.1_ASM2484v1_1348,True
GCF_000024845.1_ASM2484v1_1600,True
GCF_000024845.1_ASM2484v1_2492,True
GCF_000024845.1_ASM2484v1_463,False
GCF_000024845.1_ASM2484v1_506,True
GCF_000024905.1_ASM2490v1_1255,True
GCF_000024905.1_ASM2490v1_1513,True
GCF_000024905.1_ASM2490v1_1640,True
GCF_000024905.1_ASM2490v1_1704,True
GCF_000024905.1_ASM2490v1_1708,True
GCF_000024905.1_ASM2490v1_442,False
GCF_000024905.1_ASM2490v1_444,True
GCF_000024905.1_ASM2490v1_464,True
GCF_000024905.1_ASM2490v1_492,True
GCF_000024905.1_ASM2490v1_573,False
GCF_000024905.1_ASM2490v1_910,True
GCF_000025005.1_ASM2500v1_1123,True
GCF_000025005.1_ASM2500v1_1193,True
GCF_000025005.1_ASM2500v1_1273,True
GCF_000025005.1_ASM2500v1_1330,True
GCF_000025005.1_ASM2500v1_1543,True
GCF_000025005.1_ASM2500v1_162,True
GCF_000025005.1_ASM2500v1_164,True
GCF_000025005.1_ASM2500v1_1660,True
GCF_000025005.1_ASM2500v1_1969,True
GCF_000025005.1_ASM2500v1_2003,True
GCF_000025005.1_ASM2500v1_2382,True
GCF_000025005.1_ASM2500v1_2621,True
GCF_000025005.1_ASM2500v1_2726,True
GCF_000025005.1_ASM2500v1_352,True
GCF_000025005.1_ASM2500v1_388,True
GCF_000025005.1_ASM2500v1_396,False
GCF_000025005.1_ASM2500v1_875,True
GCF_000025005.1_ASM2500v1_910,True
GCF_000025025.1_ASM2502v1_89,False
GCF_000025025.1_ASM2502v1_969,True
GCF_000025105.1_ASM2510v1_640,True
GCF_000025185.1_ASM2518v1_1014,True
GCF_000025185.1_ASM2518v1_1218,True
GCF_000025185.1_ASM2518v1_1248,True
GCF_000025185.1_ASM2518v1_1258,True
GCF_000025185.1_ASM2518v1_1707,True
GCF_000025185.1_ASM2518v1_1764,False
GCF_000025185.1_ASM2518v1_1819,True
GCF_000025185.1_ASM2518v1_1820,True
GCF_000025185.1_ASM2518v1_1840,True
GCF_000025185.1_ASM2518v1_2154,True
GCF_000025185.1_ASM2518v1_2222,True
GCF_000025185.1_ASM2518v1_2576,True
GCF_000025185.1_ASM2518v1_2712,True
GCF_000025185.1_ASM2518v1_2715,True
GCF_000025185.1_ASM2518v1_2807,True
GCF_000025185.1_ASM2518v1_2908,True
GCF_000025185.1_ASM2518v1_2918,True
GCF_000025185.1_ASM2518v1_2985,True
GCF_000025185.1_ASM2518v1_300,True
GCF_000025185.1_ASM2518v1_3066,True
GCF_000025185.1_ASM2518v1_3080,True
GCF_000025185.1_ASM2518v1_3177,True
GCF_000025185.1_ASM2518v1_3460,True
GCF_000025185.1_ASM2518v1_3481,True
GCF_000025185.1_ASM2518v1_3482,True
GCF_000025185.1_ASM2518v1_3490,True
GCF_000025185.1_ASM2518v1_3676,True
GCF_000025185.1_ASM2518v1_3703,True
GCF_000025185.1_ASM2518v1_3822,True
GCF_000025185.1_ASM2518v1_3850,True
GCF_000025185.1_ASM2518v1_3887,True
GCF_000025185.1_ASM2518v1_3918,True
GCF_000025185.1_ASM2518v1_3920,True
GCF_000025185.1_ASM2518v1_393,True
GCF_000025185.1_ASM2518v1_4278,True
GCF_000025185.1_ASM2518v1_4311,True
GCF_000025185.1_ASM2518v1_4342,True
GCF_000025185.1_ASM2518v1_4418,True
GCF_000025185.1_ASM2518v1_534,True
GCF_000025185.1_ASM2518v1_54,True
GCF_000025185.1_ASM2518v1_561,True
GCF_000025185.1_ASM2518v1_574,True
GCF_000025185.1_ASM2518v1_92,True
GCF_000025185.1_ASM2518v1_93,True
GCF_000025305.1_ASM2530v1_1188,True
GCF_000025305.1_ASM2530v1_1607,True
GCF_000025305.1_ASM2530v1_1763,True
GCF_000025305.1_ASM2530v1_512,True
GCF_000025305.1_ASM2530v1_64,True
GCF_000025305.1_ASM2530v1_659,True
GCF_000025305.1_ASM2530v1_833,True
GCF_000025605.1_ASM2560v1_1158,True
GCF_000025605.1_ASM2560v1_1254,True
GCF_000025605.1_ASM2560v1_1391,True
GCF_000025605.1_ASM2560v1_44,True
GCF_000025605.1_ASM2560v1_460,True
GCF_000025605.1_ASM2560v1_53,False
GCF_000025605.1_ASM2560v1_549,True
GCF_000025605.1_ASM2560v1_61,True
GCF_000025605.1_ASM2560v1_796,True
GCF_000025605.1_ASM2560v1_879,True
GCF_000025645.1_ASM2564v1_1062,True
GCF_000025645.1_ASM2564v1_138,True
GCF_000025645.1_ASM2564v1_1427,True
GCF_000025645.1_ASM2564v1_1464,False
GCF_000025645.1_ASM2564v1_1727,True
GCF_000025645.1_ASM2564v1_1767,True
GCF_000025645.1_ASM2564v1_2252,True
GCF_000025645.1_ASM2564v1_2300,True
GCF_000025645.1_ASM2564v1_781,True
GCF_000025645.1_ASM2564v1_834,True
GCF_000025725.1_ASM2572v1_1392,True
GCF_000025725.1_ASM2572v1_1394,True
GCF_000025725.1_ASM2572v1_1889,False
GCF_000025725.1_ASM2572v1_1912,True
GCF_000025725.1_ASM2572v1_2445,True
GCF_000025725.1_ASM2572v1_2523,True
GCF_000025725.1_ASM2572v1_2528,True
GCF_000025725.1_ASM2572v1_2543,True
GCF_000025725.1_ASM2572v1_2632,True
GCF_000025725.1_ASM2572v1_2765,True
GCF_000025725.1_ASM2572v1_343,True
GCF_000025725.1_ASM2572v1_494,True
GCF_000025725.1_ASM2572v1_60,True
GCF_000025725.1_ASM2572v1_605,True
GCF_000025725.1_ASM2572v1_62,True
GCF_000025725.1_ASM2572v1_665,False
GCF_000025725.1_ASM2572v1_690,True
GCF_000025885.1_ASM2588v1_1004,True
GCF_000025885.1_ASM2588v1_1447,True
GCF_000025885.1_ASM2588v1_1465,True
GCF_000025885.1_ASM2588v1_1701,False
GCF_000025885.1_ASM2588v1_1827,True
GCF_000025885.1_ASM2588v1_455,True
GCF_000025885.1_ASM2588v1_769,True
GCF_000025905.1_ASM2590v1_1058,True
GCF_000025905.1_ASM2590v1_1175,False
GCF_000025905.1_ASM2590v1_1194,True
GCF_000025905.1_ASM2590v1_1577,True
GCF_000025905.1_ASM2590v1_1652,True
GCF_000025905.1_ASM2590v1_1868,True
GCF_000025905.1_ASM2590v1_1974,True
GCF_000025905.1_ASM2590v1_2206,True
GCF_000025905.1_ASM2590v1_243,True
GCF_000025905.1_ASM2590v1_2508,True
GCF_000025905.1_ASM2590v1_2510,True
GCF_000025905.1_ASM2590v1_2711,True
GCF_000025905.1_ASM2590v1_2845,True
GCF_000025905.1_ASM2590v1_2954,True
GCF_000025905.1_ASM2590v1_347,False
GCF_000025905.1_ASM2590v1_434,True
GCF_000025905.1_ASM2590v1_436,True
GCF_000025905.1_ASM2590v1_468,True
GCF_000025905.1_ASM2590v1_6,False
GCF_000025905.1_ASM2590v1_643,True
GCF_000025905.1_ASM2590v1_699,True
GCF_000025905.1_ASM2590v1_855,True
GCF_000025945.1_ASM2594v1_111,True
GCF_000025945.1_ASM2594v1_1478,True
GCF_000025945.1_ASM2594v1_1653,True
GCF_000025945.1_ASM2594v1_2059,True
GCF_000025945.1_ASM2594v1_2060,True
GCF_000025945.1_ASM2594v1_2433,True
GCF_000025945.1_ASM2594v1_2440,True
GCF_000025945.1_ASM2594v1_2875,True
GCF_000025945.1_ASM2594v1_499,True
GCF_000025945.1_ASM2594v1_551,True
GCF_000025945.1_ASM2594v1_799,True
GCF_000025945.1_ASM2594v1_962,True
GCF_000025945.1_ASM2594v1_965,True
GCF_000055945.1_ASM5594v1_1011,True
GCF_000090405.2_ASM9040v2_125,True
GCF_000090405.2_ASM9040v2_1260,True
GCF_000090405.2_ASM9040v2_2580,True
GCF_000092105.1_ASM9210v1_1135,True
GCF_000092105.1_ASM9210v1_1492,True
GCF_000092105.1_ASM9210v1_1495,True
GCF_000092105.1_ASM9210v1_1945,True
GCF_000092105.1_ASM9210v1_2234,True
GCF_000092105.1_ASM9210v1_2271,True
GCF_000092105.1_ASM9210v1_2336,True
GCF_000092105.1_ASM9210v1_2675,True
GCF_000092105.1_ASM9210v1_2880,True
GCF_000092105.1_ASM9210v1_3085,True
GCF_000092105.1_ASM9210v1_3108,True
GCF_000092105.1_ASM9210v1_3249,True
GCF_000092105.1_ASM9210v1_3798,True
GCF_000092105.1_ASM9210v1_3849,True
GCF_000092105.1_ASM9210v1_601,True
GCF_000092105.1_ASM9210v1_966,True
GCF_000092105.1_ASM9210v1_969,True
GCF_000092125.1_ASM9212v1_1125,True
GCF_000092125.1_ASM9212v1_1138,True
GCF_000092125.1_ASM9212v1_1307,True
GCF_000092125.1_ASM9212v1_1310,True
GCF_000092125.1_ASM9212v1_1351,True
GCF_000092125.1_ASM9212v1_1680,True
GCF_000092125.1_ASM9212v1_1837,True
GCF_000092125.1_ASM9212v1_197,True
GCF_000092125.1_ASM9212v1_199,True
GCF_000092125.1_ASM9212v1_2006,True
GCF_000092125.1_ASM9212v1_2058,True
GCF_000092125.1_ASM9212v1_232,True
GCF_000092125.1_ASM9212v1_2408,True
GCF_000092125.1_ASM9212v1_2478,True
GCF_000092125.1_ASM9212v1_2491,True
GCF_000092125.1_ASM9212v1_2507,True
GCF_000092125.1_ASM9212v1_3006,True
GCF_000092125.1_ASM9212v1_317,True
GCF_000092125.1_ASM9212v1_3338,True
GCF_000092125.1_ASM9212v1_3364,True
GCF_000092125.1_ASM9212v1_3575,True
GCF_000092125.1_ASM9212v1_379,True
GCF_000092125.1_ASM9212v1_995,True
GCF_000092205.1_ASM9220v1_1014,False
GCF_000092205.1_ASM9220v1_1023,True
GCF_000092205.1_ASM9220v1_1054,True
GCF_000092205.1_ASM9220v1_1343,True
GCF_000092205.1_ASM9220v1_1650,True
GCF_000092205.1_ASM9220v1_1979,True
GCF_000092205.1_ASM9220v1_2000,True
GCF_000092205.1_ASM9220v1_2096,True
GCF_000092205.1_ASM9220v1_2259,True
GCF_000092205.1_ASM9220v1_2311,True
GCF_000092205.1_ASM9220v1_2382,True
GCF_000092205.1_ASM9220v1_2391,True
GCF_000092205.1_ASM9220v1_331,True
GCF_000092205.1_ASM9220v1_333,True
GCF_000092205.1_ASM9220v1_336,True
GCF_000092205.1_ASM9220v1_776,True
GCF_000092205.1_ASM9220v1_810,True
GCF_000092205.1_ASM9220v1_872,True
GCF_000092205.1_ASM9220v1_93,True
GCF_000092205.1_ASM9220v1_985,True
GCF_000092425.1_ASM9242v1_1182,True
GCF_000092425.1_ASM9242v1_1272,True
GCF_000092425.1_ASM9242v1_1328,True
GCF_000092425.1_ASM9242v1_1348,True
GCF_000092425.1_ASM9242v1_1435,True
GCF_000092425.1_ASM9242v1_1556,False
GCF_000092425.1_ASM9242v1_1803,True
GCF_000092425.1_ASM9242v1_2005,True
GCF_000092425.1_ASM9242v1_2172,True
GCF_000092425.1_ASM9242v1_218,True
GCF_000092425.1_ASM9242v1_2281,True
GCF_000092425.1_ASM9242v1_2282,True
GCF_000092425.1_ASM9242v1_2317,True
GCF_000092425.1_ASM9242v1_2369,True
GCF_000092425.1_ASM9242v1_249,True
GCF_000092425.1_ASM9242v1_2522,True
GCF_000092425.1_ASM9242v1_2640,True
GCF_000092425.1_ASM9242v1_303,True
GCF_000092425.1_ASM9242v1_499,True
GCF_000092425.1_ASM9242v1_531,False
GCF_000092425.1_ASM9242v1_541,True
GCF_000092425.1_ASM9242v1_543,True
GCF_000092425.1_ASM9242v1_688,True
GCF_000092425.1_ASM9242v1_78,True
GCF_000092425.1_ASM9242v1_86,True
GCF_000092965.1_ASM9296v1_193,True
GCF_000092965.1_ASM9296v1_2011,True
GCF_000092965.1_ASM9296v1_2245,True
GCF_000092965.1_ASM9296v1_83,True
GCF_000143165.1_ASM14316v1_1587,True
GCF_000143165.1_ASM14316v1_217,True
GCF_000143165.1_ASM14316v1_379,True
GCF_000143165.1_ASM14316v1_737,True
GCF_000143165.1_ASM14316v1_866,True
GCF_000143965.1_ASM14396v1_1246,True
GCF_000143965.1_ASM14396v1_1341,True
GCF_000143965.1_ASM14396v1_1355,True
GCF_000143965.1_ASM14396v1_1861,True
GCF_000143965.1_ASM14396v1_1862,True
GCF_000143965.1_ASM14396v1_1939,True
GCF_000143965.1_ASM14396v1_1999,True
GCF_000143965.1_ASM14396v1_2308,False
GCF_000143965.1_ASM14396v1_2350,True
GCF_000143965.1_ASM14396v1_2881,True
GCF_000143965.1_ASM14396v1_3232,True
GCF_000143965.1_ASM14396v1_673,True
GCF_000143965.1_ASM14396v1_720,True
GCF_000144645.1_ASM14464v1_1040,True
GCF_000144645.1_ASM14464v1_1319,True
GCF_000144645.1_ASM14464v1_1556,True
GCF_000144645.1_ASM14464v1_1658,True
GCF_000144645.1_ASM14464v1_1680,True
GCF_000144645.1_ASM14464v1_1771,True
GCF_000144645.1_ASM14464v1_1784,True
GCF_000144645.1_ASM14464v1_2005,True
GCF_000144645.1_ASM14464v1_2227,True
GCF_000144645.1_ASM14464v1_2251,True
GCF_000144645.1_ASM14464v1_2254,True
GCF_000144645.1_ASM14464v1_438,True
GCF_000144645.1_ASM14464v1_446,True
GCF_000144645.1_ASM14464v1_489,True
GCF_000144645.1_ASM14464v1_713,True
GCF_000144645.1_ASM14464v1_748,True
GCF_000144695.1_ASM14469v1_1146,True
GCF_000144695.1_ASM14469v1_1168,True
GCF_000144695.1_ASM14469v1_1267,True
GCF_000144695.1_ASM14469v1_1430,True
GCF_000144695.1_ASM14469v1_1754,True
GCF_000144695.1_ASM14469v1_1756,True
GCF_000144695.1_ASM14469v1_1812,True
GCF_000144695.1_ASM14469v1_1983,True
GCF_000144695.1_ASM14469v1_1989,True
GCF_000144695.1_ASM14469v1_2208,True
GCF_000144695.1_ASM14469v1_2331,True
GCF_000144695.1_ASM14469v1_236,True
GCF_000144695.1_ASM14469v1_27,True
GCF_000144695.1_ASM14469v1_996,True
GCF_000144695.1_ASM14469v1_998,True
GCF_000145615.1_ASM14561v1_1479,False
GCF_000145615.1_ASM14561v1_2348,True
GCF_000145615.1_ASM14561v1_2612,True
GCF_000145615.1_ASM14561v1_2631,True
GCF_000145615.1_ASM14561v1_280,False
GCF_000145615.1_ASM14561v1_301,True
GCF_000145615.1_ASM14561v1_717,True
GCF_000145615.1_ASM14561v1_723,True
GCF_000146025.2_ASM14602v1_1045,False
GCF_000146025.2_ASM14602v1_228,True
GCF_000146025.2_ASM14602v1_371,True
GCF_000146505.1_ASM14650v1_11,True
GCF_000146505.1_ASM14650v1_1188,True
GCF_000146505.1_ASM14650v1_1193,True
GCF_000146505.1_ASM14650v1_1239,True
GCF_000146505.1_ASM14650v1_1242,True
GCF_000146505.1_ASM14650v1_1444,True
GCF_000146505.1_ASM14650v1_1452,True
GCF_000146505.1_ASM14650v1_1704,True
GCF_000146505.1_ASM14650v1_1814,True
GCF_000146505.1_ASM14650v1_184,True
GCF_000146505.1_ASM14650v1_2354,True
GCF_000146505.1_ASM14650v1_2611,True
GCF_000146505.1_ASM14650v1_2746,True
GCF_000146505.1_ASM14650v1_2833,True
GCF_000146505.1_ASM14650v1_38,True
GCF_000146505.1_ASM14650v1_437,True
GCF_000146505.1_ASM14650v1_538,True
GCF_000147695.2_ASM14769v3_1963,True
GCF_000147695.2_ASM14769v3_2438,True
GCF_000147695.2_ASM14769v3_573,False
GCF_000147715.2_ASM14771v3_1120,True
GCF_000147715.2_ASM14771v3_1217,True
GCF_000147715.2_ASM14771v3_1281,True
GCF_000147715.2_ASM14771v3_1374,True
GCF_000147715.2_ASM14771v3_1465,True
GCF_000147715.2_ASM14771v3_1748,True
GCF_000147715.2_ASM14771v3_1870,True
GCF_000147715.2_ASM14771v3_1994,True
GCF_000147715.2_ASM14771v3_2062,True
GCF_000147715.2_ASM14771v3_209,True
GCF_000147715.2_ASM14771v3_2234,True
GCF_000147715.2_ASM14771v3_2248,True
GCF_000147715.2_ASM14771v3_2400,True
GCF_000147715.2_ASM14771v3_2628,True
GCF_000147715.2_ASM14771v3_421,True
GCF_000147715.2_ASM14771v3_59,True
GCF_000147715.2_ASM14771v3_689,True
GCF_000147715.2_ASM14771v3_806,True
GCF_000147715.2_ASM14771v3_891,False
GCF_000164905.1_ASM16490v1_1647,True
GCF_000164905.1_ASM16490v1_167,True
GCF_000164905.1_ASM16490v1_431,True
GCF_000165465.1_ASM16546v1_1260,True
GCF_000165465.1_ASM16546v1_1493,True
GCF_000165465.1_ASM16546v1_1498,True
GCF_000165465.1_ASM16546v1_1842,True
GCF_000165465.1_ASM16546v1_1985,False
GCF_000165465.1_ASM16546v1_206,True
GCF_000165465.1_ASM16546v1_316,True
GCF_000165465.1_ASM16546v1_501,True
GCF_000165465.1_ASM16546v1_63,True
GCF_000165465.1_ASM16546v1_68,True
GCF_000165465.1_ASM16546v1_804,True
GCF_000165465.1_ASM16546v1_849,True
GCF_000165465.1_ASM16546v1_875,True
GCF_000165465.1_ASM16546v1_876,True
GCF_000165715.2_ASM16571v3_1031,True
GCF_000165715.2_ASM16571v3_1177,True
GCF_000165715.2_ASM16571v3_1298,True
GCF_000165715.2_ASM16571v3_135,True
GCF_000165715.2_ASM16571v3_1436,True
GCF_000165715.2_ASM16571v3_1622,True
GCF_000165715.2_ASM16571v3_1677,True
GCF_000165715.2_ASM16571v3_183,True
GCF_000165715.2_ASM16571v3_2191,True
GCF_000165715.2_ASM16571v3_2219,False
GCF_000165715.2_ASM16571v3_2276,True
GCF_000165715.2_ASM16571v3_2771,True
GCF_000165715.2_ASM16571v3_2857,True
GCF_000165715.2_ASM16571v3_3075,True
GCF_000165715.2_ASM16571v3_3380,True
GCF_000165715.2_ASM16571v3_4140,False
GCF_000165715.2_ASM16571v3_4226,True
GCF_000165715.2_ASM16571v3_4504,False
GCF_000165715.2_ASM16571v3_456,True
GCF_000165715.2_ASM16571v3_4580,True
GCF_000165715.2_ASM16571v3_692,True
GCF_000165715.2_ASM16571v3_806,True
GCF_000165715.2_ASM16571v3_894,True
GCF_000166115.1_ASM16611v1_1723,True
GCF_000166115.1_ASM16611v1_25,True
GCF_000166115.1_ASM16611v1_2954,True
GCF_000166115.1_ASM16611v1_30,True
GCF_000166115.1_ASM16611v1_441,True
GCF_000166115.1_ASM16611v1_693,True
GCF_000166115.1_ASM16611v1_921,True
GCF_000166415.1_ASM16641v1_1101,True
GCF_000166415.1_ASM16641v1_1421,True
GCF_000166415.1_ASM16641v1_1423,True
GCF_000166415.1_ASM16641v1_1448,True
GCF_000166415.1_ASM16641v1_1536,True
GCF_000166415.1_ASM16641v1_1576,True
GCF_000166415.1_ASM16641v1_1796,True
GCF_000166415.1_ASM16641v1_2013,True
GCF_000166415.1_ASM16641v1_2270,True
GCF_000166415.1_ASM16641v1_2305,True
GCF_000166415.1_ASM16641v1_260,True
GCF_000166415.1_ASM16641v1_468,True
GCF_000166415.1_ASM16641v1_946,True
GCF_000166415.1_ASM16641v1_973,True
GCF_000175295.2_ASM17529v2_1507,True
GCF_000175295.2_ASM17529v2_2254,True
GCF_000175295.2_ASM17529v2_716,True
GCF_000175295.2_ASM17529v2_908,True
GCF_000175575.2_ASM17557v2_1500,True
GCF_000175575.2_ASM17557v2_1501,True
GCF_000175575.2_ASM17557v2_1999,True
GCF_000176915.2_ASM17691v2_1301,True
GCF_000176915.2_ASM17691v2_141,True
GCF_000176915.2_ASM17691v2_1590,True
GCF_000176915.2_ASM17691v2_171,True
GCF_000176915.2_ASM17691v2_1755,True
GCF_000176915.2_ASM17691v2_1836,True
GCF_000176915.2_ASM17691v2_1919,True
GCF_000176915.2_ASM17691v2_2112,True
GCF_000176915.2_ASM17691v2_2365,True
GCF_000176915.2_ASM17691v2_2579,True
GCF_000176915.2_ASM17691v2_2835,True
GCF_000176915.2_ASM17691v2_2890,True
GCF_000176915.2_ASM17691v2_2906,True
GCF_000176915.2_ASM17691v2_3180,True
GCF_000176915.2_ASM17691v2_325,True
GCF_000176915.2_ASM17691v2_62,True
GCF_000176915.2_ASM17691v2_680,True
GCF_000176915.2_ASM17691v2_898,True
GCF_000176915.2_ASM17691v2_903,True
GCF_000177635.2_ASM17763v2_1575,True
GCF_000177635.2_ASM17763v2_1849,True
GCF_000177635.2_ASM17763v2_2041,True
GCF_000177635.2_ASM17763v2_2131,True
GCF_000177635.2_ASM17763v2_214,True
GCF_000177635.2_ASM17763v2_230,True
GCF_000177635.2_ASM17763v2_505,True
GCF_000177635.2_ASM17763v2_791,True
GCF_000177635.2_ASM17763v2_942,True
GCF_000177635.2_ASM17763v2_975,True
GCF_000183405.1_ASM18340v1_1455,True
GCF_000183405.1_ASM18340v1_1751,False
GCF_000183405.1_ASM18340v1_225,True
GCF_000183405.1_ASM18340v1_279,True
GCF_000183405.1_ASM18340v1_373,True
GCF_000183405.1_ASM18340v1_403,True
GCF_000183405.1_ASM18340v1_436,True
GCF_000183405.1_ASM18340v1_470,True
GCF_000183745.1_ASM18374v1_1068,True
GCF_000183745.1_ASM18374v1_1145,True
GCF_000183745.1_ASM18374v1_1396,True
GCF_000183745.1_ASM18374v1_1411,True
GCF_000183745.1_ASM18374v1_1551,True
GCF_000183745.1_ASM18374v1_1583,True
GCF_000183745.1_ASM18374v1_1867,True
GCF_000183745.1_ASM18374v1_1942,True
GCF_000183745.1_ASM18374v1_199,True
GCF_000183745.1_ASM18374v1_2117,True
GCF_000183745.1_ASM18374v1_2325,True
GCF_000183745.1_ASM18374v1_2376,True
GCF_000183745.1_ASM18374v1_337,True
GCF_000183745.1_ASM18374v1_437,True
GCF_000183745.1_ASM18374v1_459,True
GCF_000183745.1_ASM18374v1_821,True
GCF_000183745.1_ASM18374v1_871,True
GCF_000183745.1_ASM18374v1_887,True
GCF_000183745.1_ASM18374v1_976,True
GCF_000183745.1_ASM18374v1_977,True
GCF_000185805.1_ASM18580v1_1285,True
GCF_000185805.1_ASM18580v1_1573,True
GCF_000185805.1_ASM18580v1_229,True
GCF_000185805.1_ASM18580v1_314,True
GCF_000185805.1_ASM18580v1_355,True
GCF_000185805.1_ASM18580v1_793,True
GCF_000185805.1_ASM18580v1_828,True
GCF_000185805.1_ASM18580v1_895,True
GCF_000185805.1_ASM18580v1_902,True
GCF_000186345.1_ASM18634v1_1045,True
GCF_000186345.1_ASM18634v1_1142,True
GCF_000186345.1_ASM18634v1_120,True
GCF_000186345.1_ASM18634v1_1254,True
GCF_000186345.1_ASM18634v1_1276,True
GCF_000186345.1_ASM18634v1_1567,True
GCF_000186345.1_ASM18634v1_1649,True
GCF_000186345.1_ASM18634v1_1749,True
GCF_000186345.1_ASM18634v1_1751,True
GCF_000186345.1_ASM18634v1_1759,True
GCF_000186345.1_ASM18634v1_1760,True
GCF_000186345.1_ASM18634v1_1833,True
GCF_000186345.1_ASM18634v1_206,True
GCF_000186345.1_ASM18634v1_2074,True
GCF_000186345.1_ASM18634v1_2101,True
GCF_000186345.1_ASM18634v1_2197,False
GCF_000186345.1_ASM18634v1_2247,True
GCF_000186345.1_ASM18634v1_2293,True
GCF_000186345.1_ASM18634v1_2347,True
GCF_000186345.1_ASM18634v1_252,True
GCF_000186345.1_ASM18634v1_2607,True
GCF_000186345.1_ASM18634v1_2691,True
GCF_000186345.1_ASM18634v1_2751,True
GCF_000186345.1_ASM18634v1_2784,True
GCF_000186345.1_ASM18634v1_2791,True
GCF_000186345.1_ASM18634v1_3042,True
GCF_000186345.1_ASM18634v1_3127,True
GCF_000186345.1_ASM18634v1_3156,True
GCF_000186345.1_ASM18634v1_3158,True
GCF_000186345.1_ASM18634v1_3219,True
GCF_000186345.1_ASM18634v1_3240,True
GCF_000186345.1_ASM18634v1_3263,True
GCF_000186345.1_ASM18634v1_3293,True
GCF_000186345.1_ASM18634v1_3533,True
GCF_000186345.1_ASM18634v1_3630,True
GCF_000186345.1_ASM18634v1_392,True
GCF_000186345.1_ASM18634v1_517,True
GCF_000186345.1_ASM18634v1_567,True
GCF_000186345.1_ASM18634v1_622,True
GCF_000186345.1_ASM18634v1_68,True
GCF_000186345.1_ASM18634v1_698,True
GCF_000186345.1_ASM18634v1_705,True
GCF_000186345.1_ASM18634v1_906,True
GCF_000186345.1_ASM18634v1_926,True
GCF_000186345.1_ASM18634v1_936,True
GCF_000186385.1_ASM18638v1_1169,True
GCF_000186385.1_ASM18638v1_1213,True
GCF_000186385.1_ASM18638v1_129,True
GCF_000186385.1_ASM18638v1_1321,True
GCF_000186385.1_ASM18638v1_1324,True
GCF_000186385.1_ASM18638v1_1399,True
GCF_000186385.1_ASM18638v1_141,True
GCF_000186385.1_ASM18638v1_1549,True
GCF_000186385.1_ASM18638v1_161,True
GCF_000186385.1_ASM18638v1_169,True
GCF_000186385.1_ASM18638v1_1698,True
GCF_000186385.1_ASM18638v1_1853,True
GCF_000186385.1_ASM18638v1_1875,True
GCF_000186385.1_ASM18638v1_1981,True
GCF_000186385.1_ASM18638v1_2148,True
GCF_000186385.1_ASM18638v1_2235,True
GCF_000186385.1_ASM18638v1_2240,True
GCF_000186385.1_ASM18638v1_2262,True
